time,number_of_changes,compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),throughput_increase(%),size_decrease(%),performance(%),accepted,writing_time,processing_time,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,res_13,res_14,res_15,res_16,res_17,res_18,res_19
23-04-19_21:19:16,1,lz4,8388608,20971520,2,1679.82,1078480886,117.684,1.152,59.418,True,72.339,48.798,1566.9,1565.8,1583.1,1569.3,1551.2,1696.0,1699.3,1706.5,1713.0,1717.6,1711.2,1741.3,1730.3,1719.4,1764.4,1731.1,1705.9,1697.2,1720.9,1705.9
23-04-19_21:20:55,1,none,8388608,20971520,2,1151.35,3210014643,49.202,-194.214,-72.506,False,49.875,48.929,1146.5,1131.8,1136.9,1123.6,1140.2,1124.3,1231.3,1140.4,1132.1,1138.3,1131.7,1126.1,1130.7,1121.1,1266.5,1167.8,1136.9,1172.6,1204.7,1123.6
23-04-19_21:22:58,1,lz4,8388608,20971520,1,1504.61,1078480886,94.980,1.152,48.066,False,74.380,49.207,1510.8,1497.7,1490.2,1505.3,1515.0,1495.0,1524.0,1494.9,1527.5,1493.1,1500.3,1507.5,1512.8,1504.8,1510.0,1525.5,1483.4,1491.0,1500.6,1502.7
23-04-19_21:25:01,1,lz4,8388608,31457280,2,1502.56,1078012319,94.715,1.195,47.955,False,73.174,49.819,1499.9,1501.0,1506.8,1500.4,1500.2,1498.6,1499.9,1505.2,1508.4,1512.7,1533.4,1502.7,1489.3,1497.5,1514.3,1521.2,1468.0,1488.5,1499.0,1504.3
23-04-19_21:27:05,1,lz4,8388608,31457280,2,1554.96,1078012319,101.504,1.195,51.350,False,73.829,49.968,1611.8,1612.8,1622.7,1638.0,1596.4,1628.4,1513.4,1518.5,1572.0,1491.3,1514.1,1577.3,1494.7,1516.1,1582.4,1500.3,1510.7,1522.1,1526.5,1549.4
23-04-19_21:29:05,1,zstd,8388608,20971520,2,1238.63,864455432,60.512,20.768,40.640,False,66.317,53.266,1232.2,1253.0,1239.7,1231.9,1242.6,1247.8,1239.0,1223.5,1217.6,1243.4,1225.4,1247.5,1242.9,1263.7,1242.8,1240.6,1228.9,1241.3,1223.2,1245.6
23-04-19_21:31:05,2,lz4,16777216,20971520,1,1517.71,1078480896,96.678,1.152,48.915,False,71.217,49.243,1525.3,1520.9,1509.0,1523.5,1566.4,1538.7,1508.0,1488.2,1512.5,1525.1,1488.1,1509.9,1509.5,1484.6,1547.9,1523.3,1541.4,1511.3,1553.2,1467.3
23-04-19_21:33:07,1,lz4,16777216,20971520,2,1593.93,1078480896,106.554,1.152,53.853,False,71.921,49.144,1546.1,1565.8,1551.1,1558.1,1578.3,1591.8,1560.0,1565.7,1554.1,1566.4,1568.5,1559.2,1568.1,1566.3,1580.4,1573.7,1696.6,1691.7,1722.7,1714.1
23-04-19_21:35:06,2,zstd,8388608,31457280,2,1194.99,865028666,54.857,20.716,37.786,False,65.360,53.884,1220.1,1203.5,1190.2,1193.7,1188.1,1173.4,1184.3,1190.0,1183.6,1201.9,1233.3,1184.7,1196.1,1176.5,1209.2,1199.6,1195.5,1189.3,1188.7,1198.4
23-04-19_21:37:08,1,lz4,4194304,20971520,2,1683.26,1078480886,118.131,1.152,59.641,True,73.617,48.738,1565.3,1552.2,1576.0,1578.0,1595.5,1726.7,1713.5,1728.9,1728.6,1706.2,1687.7,1713.5,1763.8,1760.8,1712.9,1702.5,1707.4,1729.4,1736.8,1679.6
23-04-19_21:39:10,1,lz4,8388608,20971520,2,1584.29,1078480886,105.305,1.152,53.228,False,72.511,49.244,1586.0,1604.4,1604.7,1569.3,1569.9,1585.5,1576.6,1585.4,1588.1,1584.9,1560.1,1562.4,1657.6,1592.7,1562.6,1592.2,1569.6,1569.4,1585.4,1578.9
23-04-19_21:41:14,1,lz4,4194304,31457280,2,1509.30,1078012319,95.587,1.195,48.391,False,74.110,50.009,1477.3,1511.6,1502.0,1482.9,1511.0,1492.8,1569.9,1492.2,1506.4,1516.4,1585.1,1518.2,1503.3,1497.1,1503.7,1494.5,1494.8,1519.6,1498.3,1508.7
